1	4520,387,4850,1574,4044,301,132
2	4881,34,3213,2343,4137,2100
3	965,1964,4508,3586,4044,2273,1086,2407
4	4676,4044,2273,3465,1006
5	5318,2679,1809
6	665,4802,1124,1105,1609,4252,1652
7	5306,4358,4438,1451,3734,708,3887,3808,1599
8	1846,3451,2544,4212,23,3283
9	3281,331,734,752,5365,4244,1187
10	34,4733,679,4020,4731,3188,1402,4378,4941
11	4022,5300,2536,4147,1134,4137,192,2698,4945
12	1283,3387,3429,1219,910,2593
13	24,1574,1771,4295,1004,2061
14	34,1945,319,2332,1793,3163,2741,2412,5105
15	3600,2704,3014,4505
16	3975,4802,1574,623
17	3368,4261,4044,4777
18	83,1451,3168,1300,5002,3962,4664
19	1094,4244,379
20	3698
21	1888,1145,3244,3483
22	1313,875,347,2265,19,496,5253,623,1290,4933
23	2888,34,264,2584,2741,4137,3470
24	1815,2792,5302,903
25	1956,1105,192,2698,2850
26	2897,1845,2410,1574,973
27	4818,4802,155,3710,3866,5131
28	4677,3149,1912,3219,1574,1282,391,579,4179,3362
29	3340,4226,4257,4104,4375,1150
30	157,592,5081,2309,2412,5105
31	5306,1124,5095,4699,2709
32	1135,3586,794,2588,3540
33	3877
34	2735,186,1872,3680
35	1255,734,4627,405,1187
36	1640,34,4980,2716,1574,1780,4616,4927,4179,851
37	1912,2053,652,638,1971,623,4179
38	2331,4607,2121,1893
39	965
40	5306,34,2792,3620,2765,1983
41	1287,2148,391,1294,2438,3310,1194,623
42	116,3297,4120
43	1931,2771,3920,3586,3429,5316,3778,623,1599
44	34,1912,245,3219,2132,2592,5302,248,5314,1983
45	1640,497,4492,4077,4179,1599
46	5350,2372,3660,1145,11,4874,991
47	875,1998,4995,3921,4984,623,3470,1151
48	1956,2004,4188,1574,2034,491,3044,141
49	1737,1244,1269,4846,2134,3424
50	3087,4644,941,2210
51	2179,3931
52	2114,1134,2818,3976,3174,3579
53	3904,1584,3112,4063,4875
54	1195,3907,1372,2987
55	1406,3787,2741,4137
56	
57	3016,4562,3842,83,235,4664,2034
58	4084,4422,1269,98,297
59	2809,56,1912,907,19,784,2201
60	5306,1406,214,2355,1124,227,1072
61	4271,3311,1793,1574,3429,4964,3407
62	734,1715,2920,4465,405,2269,3418,1356
63	1712,3777,4
64	4707,1299,859,3277,832,1294,2861
65	1857,4605,2172,1803,4252,4668,3507,5357,4120
66	1338,318,3257,108
67	660,3173,4963,984,2698,1599
68	2522,907,1764
69	1640,3920,1211,3842,2265,5282,1451,4179
70	691,374,3643,2795,1346
71	2589,849,1361,3507,1173,3804,2509
72	178,5106,1746,4265,1861,868,1599
73	1620,2040,24,976,3681
74	1100,1124,1574,4971,3168,2160,1599,1172
75	719,2938,1845,4644,2818
